@relation ionosphere-weka.filters.unsupervised.attribute.Standardize

@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute class {b,g}

@data
0.347937,0,0.080646,0.134398,0.325668,-0.17647,0.206545,-0.072742,0.193332,-0.385006,0.557124,-0.073806,0.31619,-0.08898,0.429716,0.054907,0.648475,-0.345625,0.604982,-0.163011,0.245519,0.003057,0.409768,0.263312,0.467689,-0.112515,0.186146,0.081865,0.671982,0.09868,0.45467,-0.132028,0.314191,-0.131081,g
-2.865899,0,-3.297799,2.164823,0.767382,1.918601,-1.116596,-0.229209,0.9627,-2.441548,0.929584,-2.334276,0.963054,-2.209485,-2.05898,-2.336826,-0.61802,0.007281,-2.170624,-1.880216,-0.552115,-0.01601,-0.600356,0.108835,-2.413575,-1.826594,0.887941,-1.691672,1.079303,2.023542,-2.366672,-1.939751,-0.66843,-0.030918,b
0.347937,0,0.720619,0.266354,0.767382,-0.372103,0.913227,-0.202843,0.9627,-0.630081,0.929584,-0.343865,0.963054,-0.223742,1.004615,-0.294243,1.00005,-0.136792,1.022903,0.159947,1.087691,-0.211083,1.055911,0.05793,1.043935,-0.311888,0.887941,0.002377,1.079303,0.218312,1.132992,-0.26899,1.244848,-0.189757,g
0.347937,0,0.720619,-0.316268,-3.079797,-2.421581,-3.146419,-2.149516,0.9627,0.281315,0.598597,1.226431,-2.251418,-2.209485,-2.05898,2.026455,0.148362,2.020317,1.022903,1.972783,0.576711,-1.945894,-2.256623,-1.787057,0.748958,0.857958,0.887941,1.944525,1.079303,1.054871,-2.366672,-0.626212,-2.581707,1.524179,b
0.347937,0,-0.858037,-0.316268,-0.515018,-0.09648,-0.729955,0.136572,-0.539867,-0.177959,-0.126749,-0.26521,-0.14671,-0.28499,-0.05306,-0.259075,-0.155721,-0.232371,-0.041611,0.138024,-0.044562,-0.01601,-0.245435,-0.116871,-0.067412,0.046346,-0.620976,0.084792,-0.326393,0.054938,-0.319421,-0.032218,-0.387293,-0.070996,g
0.347937,0,0.516383,0.695908,0.139003,1.099023,-0.225544,1.582659,-1.081277,1.289146,-1.250341,1.209132,-1.048193,0.797673,-1.406082,0.464728,-1.698082,0.220481,-1.330071,-0.073025,-1.881276,-0.132015,-1.150187,-0.793458,-0.907777,-0.91449,-0.910609,-0.817621,-0.23483,-0.800972,0.023354,-0.577864,0.150549,0.253001,g
0.347937,0,-0.628886,-0.043431,-0.86313,0.210262,-0.813766,1.191877,-1.516388,1.533313,-1.02805,0.078331,-1.630254,0.3323,-1.967884,-0.27319,-0.830262,-0.281167,-1.057919,-0.813224,-0.739201,-1.667933,-0.556167,-0.323163,-0.201771,0.016199,-0.395717,-0.089491,-0.176902,-0.16966,-0.353,0.266278,-0.435067,0.406117,g
0.347937,0,0.720619,0.280082,0.754917,0.102973,0.803942,0.411156,0.800176,0.092497,0.777108,0.436584,0.709914,0.758935,0.713742,0.918727,0.651728,0.979799,0.465489,1.143945,0.375244,1.104693,0.320296,1.335856,0.150359,1.226261,-0.210131,1.383259,-0.037516,1.553971,-0.023279,1.308932,-0.245576,1.649175,g
0.347937,0,-1.178887,-0.067964,-1.205952,-0.151709,-1.087427,-0.140913,-1.16245,-0.356981,-0.814455,-0.446893,-0.704228,-0.10167,-0.654827,-0.255497,-0.771462,0.16925,-0.638098,0.145922,-0.519139,0.028358,-0.662234,0.087051,-0.630174,0.123043,-1.032576,0.15777,-0.612249,0.077557,-0.571589,0.02976,-0.756402,-0.043196,b
0.347937,0,-0.130341,-0.136061,-0.379232,-0.25149,-0.336514,0.019298,-0.220579,-0.496362,0.157104,-0.028011,0.105867,-0.022357,0.277762,-0.274957,0.321091,0.038865,0.227651,0.046284,0.200261,0.112655,0.360925,0.264962,0.176169,0.147704,-0.107769,0.308945,0.146392,0.217053,0.172299,0.465529,0.156901,0.337513,g
0.347937,0,0.720619,-2.06459,0.767382,0.232007,0.618741,-0.995335,0.9627,-0.624666,0.929584,0.396974,0.963054,-0.031713,1.004615,-0.477348,1.00005,-2.005756,1.022903,-1.880216,0.461793,0.288969,1.055911,1.290905,1.043935,-0.194561,0.887941,0.77956,1.079303,-1.254066,1.132992,1.729202,1.244848,-0.432893,b
0.347937,0,0.402702,0.883999,-0.194413,1.401252,-0.915318,1.565511,-1.754188,1.44779,-2.129229,0.923107,-2.153088,0.203439,-1.855388,-0.712093,-1.635284,-1.313513,-0.974728,-1.603841,-0.285729,-1.685321,0.25224,-1.159099,0.609931,-0.428408,0.460533,0.270656,0.456523,0.898032,-0.06678,1.223316,-0.676504,1.451112,g
0.347937,0,0.388678,0.556273,0.175993,0.783687,-0.117233,1.083917,-0.57574,1.418339,-0.988724,1.404699,-1.215683,1.380954,-1.334975,1.119438,-1.756332,0.63718,-1.784542,0.122168,-1.720067,-0.31161,-1.566208,-0.633748,-1.3279,-0.901393,-1.377633,-0.980123,-0.510857,-1.155517,-0.176512,-0.936352,0.108189,-0.785481,g
0.347937,0,0.434026,-0.098818,0.419731,-0.374664,0.456943,-0.309516,0.65341,-0.188024,0.685714,-0.071846,0.771005,-0.312512,0.672859,-0.07861,0.736612,-0.129525,0.760555,-0.227087,0.892964,0.007052,0.898814,0.151303,0.692756,0.101804,0.546661,0.059557,0.873098,-0.071505,0.676916,-0.030426,0.844762,-0.227059,g
0.347937,0,0.414878,0.139563,0.767382,0.597667,0.913227,-2.149516,0.310674,-0.200693,0.929584,0.233095,0.963054,1.035754,1.004615,0.61945,1.00005,0.061069,0.359033,-0.782593,1.087691,1.209389,0.875874,0.612858,0.888918,-0.515528,0.887941,0.416267,-0.002839,0.016609,1.132992,0.444792,1.244848,0.767844,b
0.347937,0,0.371499,0.084244,0.364928,-0.428482,0.718892,-0.263256,0.822836,-0.352806,0.577177,-0.134172,0.877565,-0.20309,0.917701,-0.155185,0.891024,0.414176,0.943624,0.032625,0.948127,-0.002327,0.732872,0.243292,0.890681,0.453804,0.685056,0.274874,0.691378,0.187583,1.002682,0.359527,1.102366,-0.030918,g
0.347937,0,0.445036,0.33692,0.400361,0.641481,0.247506,0.842035,0.066543,1.071145,-0.193671,1.33441,-0.328891,1.54241,-0.589388,1.727221,-0.896991,1.53286,-1.118357,1.312899,-1.342485,1.0665,-1.597926,0.886075,-1.708831,0.646333,-2.270458,0.286746,-1.651118,-0.098928,-1.576903,-0.380541,-1.489455,-0.713204,g
0.347937,0,0.720619,-2.194892,0.767382,1.386322,-0.120825,-0.337898,0.218496,-0.374796,0.929584,-0.31442,0.083623,-0.036259,0.426576,-0.278666,0.981895,0.00557,0.26971,0.046284,0.314194,0.129638,0.976244,0.106712,1.043935,1.698419,0.736683,0.124099,0.981019,-1.913666,1.132992,0.852367,0.161856,-0.272646,g
0.347937,0,0.624217,-0.049457,0.647292,-0.279093,0.781817,-0.205896,0.897718,-0.410634,0.875209,-0.30282,0.89338,-0.250678,0.932008,-0.164021,0.991636,-0.046246,1.019215,0.080806,0.982481,-0.111945,0.953471,0.063902,0.992972,0.052462,0.814617,0.096482,1.034137,0.092499,1.053095,-0.05901,1.165217,-0.013644,g
0.347937,0,-0.337491,0.341836,-1.036695,-0.64955,0.148309,-0.20989,-0.110889,-0.466518,0.157778,-0.277457,0.073851,0.367239,0.569554,-0.239091,0.281966,0.257421,0.087519,0.268563,0.313161,0.038837,0.247371,-0.093096,0.143755,0.093446,-0.148199,0.185678,0.272719,0.550003,-0.057716,-0.27489,-0.006149,-0.037238,g
0.347937,0,-0.336868,-0.338967,0.455395,-0.213383,0.571304,-0.178993,0.33992,-0.483569,0.369172,-0.313329,0.639292,-0.087161,0.672445,-0.02961,0.744573,0.960816,1.022903,0.147675,0.637564,0.131259,0.564016,0.26318,0.043073,0.554021,0.218032,0.289473,0.256778,-0.359512,0.435684,0.193027,0.430136,0.176603,g
-2.865899,0,0.720619,2.164823,-1.156208,-0.25149,-1.116596,-0.229209,-2.981564,-2.441548,-0.84505,-0.313329,-0.644182,-0.188763,-2.05898,-2.336826,-2.23609,-2.005756,-2.170624,1.972783,-2.191921,1.913874,-0.600356,0.108835,-0.68482,0.139995,0.887941,-1.691672,-2.39361,2.023542,-2.366672,1.954525,-2.581707,2.104295,b
0.347937,0,0.410337,-0.294884,-1.766851,-1.999563,-1.298488,-1.312934,0.581053,-0.280221,0.743496,-0.328748,-0.941424,1.103812,-0.833833,-1.640119,0.768682,-0.221078,0.67128,-0.256736,-0.666229,0.964564,-1.165607,1.643256,0.679721,0.066878,0.323862,-0.333335,0.695268,-0.222812,-0.990499,-1.514691,-1.022271,-1.309206,b
-2.865899,0,-1.28859,-0.100517,-1.156208,-0.25149,-1.116596,-0.229209,-1.009432,-0.374796,-0.84505,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,-0.61802,0.007281,-0.57386,0.046284,-0.552115,-0.01601,-0.600356,0.108835,-0.68482,0.139995,0.887941,-1.691672,-0.657153,0.054938,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,-3.297799,0.536156,-0.728748,0.07474,-2.65303,-1.59232,-1.615251,1.0976,-2.619684,1.707619,-1.957278,0.49802,-1.738604,-0.212213,-2.204359,-1.66368,-1.53401,-0.998804,-0.627136,-1.617949,0.958489,-1.67554,-2.413575,-0.708332,0.391723,0.293255,-2.39361,0.157876,-0.296603,0.058285,-1.437586,-1.060967,b
0.347937,0,0.67065,-0.084433,0.740047,-0.209086,0.913227,-0.191686,0.948698,-0.341749,0.853932,-0.266665,0.917376,-0.116987,1.004615,-0.07381,0.965569,0.050179,1.000213,0.155786,1.041087,0.076547,0.964717,0.213223,1.016293,0.209849,0.840285,0.244184,0.989858,0.215793,1.117454,0.128441,1.224452,0.181472,g
0.347937,0,0.207628,0.140469,0.550131,-0.230179,0.68065,-0.200961,0.710938,-0.404103,0.45132,-0.09834,0.764673,-0.12992,0.809081,-0.081402,0.931201,0.164318,0.943624,0.128256,0.851509,0.075524,0.806328,0.207004,0.823242,0.363164,0.566925,0.235767,0.635951,-0.014869,0.812948,0.139792,0.877001,0.122241,g
0.347937,0,0.609912,-1.217579,0.767382,-0.331609,0.890859,-1.900875,0.767124,1.008729,0.929584,-0.517525,0.963054,-0.441212,1.004615,-0.482802,1.00005,-0.348644,1.022903,-0.348475,1.087691,-0.468606,1.055911,-0.394922,1.043935,-0.447071,0.887941,-0.479073,1.079303,-0.672087,1.132992,-0.785877,1.244848,-0.986191,g
0.347937,0,0.720619,0.929193,0.767382,0.932187,0.544165,0.992798,0.9627,-0.562684,0.929584,-0.313329,0.670826,-1.107282,0.447593,0.439814,1.00005,-1.273735,1.022903,-0.479131,0.938616,-0.893239,1.055911,0.255767,1.043935,-0.038787,0.887941,0.287637,1.079303,0.770801,1.132992,1.246468,0.72304,0.551419,g
0.347937,0,0.573083,-0.005962,0.560903,0.090647,0.631041,0.150839,0.640749,0.380106,0.585642,0.499052,0.580869,0.63068,0.492781,0.899856,0.354456,1.049067,0.278684,1.051531,0.242125,1.030219,0.104319,1.164543,-0.108453,1.227008,-0.526653,1.11209,-0.269802,1.107118,-0.366404,0.963899,-0.447006,0.963472,g
-2.865899,0,0.720619,-2.365858,-1.156208,-0.25149,-1.116596,-0.229209,0.9627,1.691956,0.929584,-2.334276,-1.799383,1.831959,-0.527182,-0.155185,-2.23609,2.020317,1.022903,1.972783,-2.191921,1.913874,1.055911,1.175274,-2.413575,2.106585,0.887941,1.944525,1.079303,-1.913666,1.132992,1.954525,1.244848,2.104295,b
0.347937,0,0.720619,-0.075485,0.767382,-0.22751,0.913227,-0.184657,0.951814,-0.404475,0.919788,-0.317795,0.936422,-0.141882,1.004615,-0.135899,0.960714,0.022842,0.989387,0.078206,1.055075,-0.003215,1.024806,0.14863,0.994268,0.126957,0.849836,0.155516,1.042854,0.085392,1.107865,0.048257,1.219478,0.028056,g
0.347937,0,-0.591515,0.361793,-0.253294,0.279966,-0.288103,0.162688,-0.083733,0.553134,-0.301799,0.882749,-0.447376,0.924695,-0.527182,0.957888,-0.717078,1.116504,-0.899728,1.107824,-1.020624,0.850469,-1.073568,0.727901,-1.743233,0.581475,-1.951611,0.397232,-1.684858,0.416512,-1.223927,0.007387,-1.176041,-0.553832,g
-2.865899,0,-3.297799,2.164823,-3.079797,-2.421581,-1.116596,-0.229209,-2.981564,1.691956,0.929584,-2.334276,-2.251418,-2.209485,-2.05898,2.026455,-0.61802,0.007281,-2.170624,-1.880216,-2.191921,1.913874,-0.600356,0.108835,1.043935,-1.826594,0.887941,1.944525,1.079303,-1.913666,1.132992,1.954525,-0.66843,-0.030918,b
0.347937,0,-0.052163,0.328153,0.347212,-0.212862,0.456233,-0.178378,0.273972,-0.587837,0.530966,-0.151653,0.544546,-0.086515,0.580644,-0.029174,0.492218,-0.172342,0.411215,0.360457,0.533977,0.13014,0.457634,0.261284,0.355096,-0.002209,0.089866,0.285819,0.299234,0.560712,0.317378,0.18666,0.299861,0.168126,g
0.347937,0,0.040723,-2.365858,0.767382,1.918601,0.913227,-1.521979,0.585885,-1.210715,0.929584,-2.334276,0.963054,-1.994783,1.004615,1.445986,-0.333418,1.436174,1.022903,1.549647,1.087691,1.629563,1.055911,-1.787057,1.043935,1.818617,0.887941,-0.029403,1.009532,-0.658681,1.132992,1.278245,1.244848,0.710684,b
0.347937,0,-1.700478,0.550768,-0.713782,-0.034481,-0.543171,0.380489,-0.373419,0.348567,-0.201124,-1.01292,-0.495513,0.366935,-0.672703,0.302959,-0.759601,0.480344,-1.119746,0.651359,-1.339222,-0.170401,-0.105,0.737816,-1.687498,-0.331986,-0.425685,-0.391277,-1.473288,0.41913,-1.091114,-0.600665,0.105395,0.034206,b
0.347937,0,-1.121163,-0.569103,-3.079797,1.918601,-3.146419,1.691099,0.408038,0.600153,-2.302788,-1.580927,-2.251418,-2.209485,-2.05898,2.026455,-0.662566,1.198032,-1.246305,-0.765023,-1.775869,-1.945894,-2.256623,-0.778461,-2.413575,0.60824,0.887941,-1.691672,-2.39361,-0.711125,-2.366672,-1.939751,-2.581707,1.281341,b
0.347937,0,0.610736,-0.180167,-3.079797,-0.972025,-3.146419,-0.259223,0.908782,-0.350574,0.811731,-0.352798,-2.251418,0.142757,-2.05898,-0.163715,0.924211,-0.063498,0.898164,-0.006387,-2.179114,0.210153,-2.14663,0.767961,0.969651,0.132306,0.540036,0.37656,0.90972,-0.075797,-2.366672,-0.357701,-2.581707,-0.764898,b
0.347937,0,0.460065,0.963558,-0.118528,1.531479,-0.9059,1.600364,-1.759493,1.44221,-2.157197,0.863388,-2.124431,0.149324,-1.789644,-0.69933,-1.578878,-1.267817,-0.957275,-1.550419,-0.243455,-1.534809,0.253565,-0.979975,0.512758,-0.348565,0.289283,0.317036,0.259661,0.837694,-0.162338,1.108941,-0.797365,1.19794,g
0.347937,0,0.315703,0.766315,0.398129,-0.619624,0.913227,-0.37617,0.926235,-0.527694,0.401045,0.10426,0.958955,-0.146227,0.977257,-0.100928,1.00005,-0.255904,0.953652,0.194952,1.087691,-0.012324,0.895352,0.692846,1.043935,-0.145966,0.887941,0.119263,0.656267,0.210615,1.132992,-0.357701,1.244848,-0.153479,g
0.347937,0,-1.15992,-0.446458,-1.24148,-0.123216,-0.946618,-0.276506,-1.03858,0.012079,-0.731403,-0.313329,-0.446251,-0.387845,-0.436638,-0.155185,-0.586144,-0.052225,-0.778374,-0.352309,-0.439018,0.012514,-0.486123,0.164878,-0.548559,0.459684,-0.505324,0.036867,-0.759795,-0.129323,-0.53927,0.112902,-0.527057,-0.262311,b
-2.865899,0,-3.297799,2.164823,-1.156208,-0.25149,-1.116596,-0.229209,-2.981564,1.691956,0.929584,1.707619,-0.644182,-0.188763,-0.527182,-0.155185,1.00005,-2.005756,-2.170624,1.972783,1.087691,1.913874,-0.600356,0.108835,-2.413575,-1.826594,0.887941,-1.691672,1.079303,2.023542,-2.366672,1.954525,-0.66843,-0.030918,b
0.347937,0,0.720619,0.121531,0.767382,0.293225,0.880547,0.405338,0.575472,0.720996,0.485518,0.905242,0.27093,1.264985,0.32007,1.460952,-0.141466,1.661856,-0.236352,1.583187,-0.392906,1.569621,-0.629076,1.623084,-0.946623,1.626658,-1.491716,1.384314,-1.207836,1.254763,-1.321865,1.069005,-1.487599,0.919978,g
0.347937,0,0.720619,0.44697,0.767382,0.802958,0.913227,1.172097,0.9627,1.691956,0.929584,1.707619,0.963054,1.831959,1.004615,1.52747,1.00005,2.020317,1.022903,1.972783,0.669015,1.913874,0.884437,2.004727,0.43244,2.106585,-0.308193,1.944525,-0.469286,2.023542,-0.920786,1.954525,-2.225512,2.104295,g
0.347937,0,-0.444722,-1.482375,-1.156208,-0.25149,0.913227,-2.149516,0.765487,1.691956,-0.081957,0.980078,-0.644182,-0.188763,-0.527182,-0.155185,0.466087,-0.5765,0.767421,-1.880216,-0.552115,-0.01601,-0.600356,0.108835,-0.321781,1.477276,0.887941,0.526408,-0.657153,0.054938,-0.61684,0.007387,-0.66843,-0.030918,b
0.347937,0,0.720619,0.0545,0.767382,0.056902,0.913227,0.195333,0.9627,-0.63314,0.929584,0.484845,0.963054,0.801007,1.004615,1.131677,-1.224796,2.020317,1.022903,0.046284,1.087691,1.759502,1.055911,2.004727,1.043935,2.106585,0.887941,1.944525,1.079303,0.547089,1.132992,1.954525,1.244848,2.104295,g
0.347937,0,0.413411,0.206051,0.260285,-0.384972,0.667071,-0.070591,0.744345,-0.563677,0.552208,-0.17837,0.652343,-0.195856,0.686951,-0.17818,0.769701,-0.084695,0.818039,-0.021433,0.787967,-0.199156,0.575626,0.192141,0.809983,-0.157235,0.522717,0.038758,0.700877,0.041099,0.708606,-0.122643,0.972474,-0.162255,g
0.347937,0,0.543327,-0.300411,0.710809,0.131466,0.555025,-0.059761,0.788679,-0.435579,0.877392,-0.669965,0.915785,0.108404,0.914515,-0.091023,1.00005,0.007281,1.022903,0.046284,0.701861,0.211041,0.861051,0.164593,0.789705,0.197833,0.745807,0.173697,0.977164,-0.176668,1.08153,0.121918,1.07602,0.094675,g
0.347937,0,0.457192,-0.261606,0.767382,-0.305612,0.913227,-0.361499,0.721666,-0.370208,0.637763,-0.443558,0.963054,-0.336013,1.004615,-0.591513,0.787904,0.114636,0.831292,-0.0265,1.087691,-0.238449,1.055911,-0.245071,0.77501,0.209927,0.887941,-0.131053,0.770595,-0.233797,1.132992,-0.296542,1.244848,-0.975152,g
0.347937,0,0.419499,-0.059537,0.617553,-0.219893,0.751775,-0.187346,0.820016,-0.209249,0.709476,-0.083547,0.82099,-0.101468,0.86274,-0.04571,0.795186,0.064491,0.956893,0.046284,0.908903,0.119989,0.864281,0.254762,0.762511,0.353429,0.634611,0.289146,0.86393,0.2279,0.873982,0.20471,0.94366,0.197507,g
0.347937,0,-0.779939,0.71385,-1.156208,-0.25149,-1.717829,-2.149516,-1.009432,-0.374796,-0.710267,-0.461707,-0.644182,-0.188763,-0.527182,-0.155185,-0.61802,0.007281,-0.57386,0.046284,-0.539669,1.29826,-0.931609,0.747201,-0.864265,0.841989,-0.941372,-1.691672,-0.657153,0.054938,-0.506093,-1.939751,-0.66843,-0.030918,b
0.347937,0,0.593416,-0.104822,0.012584,0.686076,0.757215,-0.999809,0.827076,-0.027003,0.862095,-0.130211,0.957847,-0.02363,0.87573,-0.043987,0.75132,-0.502501,0.821376,-0.232712,0.839604,0.488326,0.643186,0.039806,0.776791,0.08908,0.641779,0.084574,1.05402,0.239692,0.753576,-0.191104,0.973947,-0.345328,g
0.347937,0,0.720619,-0.47013,0.767382,-0.472166,0.913207,-0.521038,0.9627,-0.773204,0.824082,-1.023712,0.894505,-0.790635,0.908403,-0.905931,0.910829,-0.558503,0.865415,-0.78949,0.858823,-0.929,0.77413,-0.862241,0.768718,-0.786996,0.427348,-0.934798,0.484098,-1.299344,0.58554,-1.249237,0.569977,-1.466337,g
-2.865899,0,-3.297799,-2.365858,-1.156208,-0.25149,-3.146419,1.691099,0.9627,-1.149828,-0.84505,-0.313329,-0.644182,-0.188763,-0.527182,-0.155185,1.00005,-2.005756,-2.170624,-1.880216,1.087691,-1.945894,-0.600356,0.108835,1.043935,-1.826594,-2.986491,1.944525,-2.39361,-1.913666,-0.61684,0.007387,-2.581707,2.104295,b
-2.865899,0,0.720619,2.164823,0.767382,-2.421581,0.913227,1.691099,0.9627,1.691956,0.929584,1.707619,0.963054,1.831959,1.004615,2.026455,1.00005,-2.005756,-2.170624,1.972783,-2.191921,1.913874,-2.256623,2.004727,1.043935,-1.826594,0.887941,1.944525,-2.39361,2.023542,-2.366672,-1.939751,-2.581707,2.104295,b
0.347937,0,0.081651,-0.492738,0.427522,0.223934,-0.169825,0.401843,-0.50072,0.830203,0.929584,-0.620391,-0.627145,0.710923,-0.510945,0.692797,-0.315749,0.836008,-0.40513,0.746624,-0.481194,0.577333,-0.601731,0.581595,-0.734297,0.521612,-1.132847,0.389705,-0.740139,0.258669,-0.69707,0.144933,-0.745209,0.067003,b
0.347937,0,-0.446088,0.182242,-0.482951,0.019772,-0.646042,0.307613,-1.081139,0.541147,-0.76489,0.418133,-0.95102,0.490927,-0.731677,0.440883,-0.573895,0.821655,-1.129103,0.291469,-0.880535,0.081989,-0.909018,0.798257,-0.926897,0.04556,-1.242435,-0.002913,-2.39361,-1.913666,-0.667865,-0.137947,-0.678493,-0.165736,b
0.347937,0,0.720619,1.066473,-0.28184,0.471867,-0.993568,0.469092,-1.642565,1.135215,-1.65171,0.666528,-1.569564,-0.188763,-1.40913,-0.419622,-1.157371,-0.96874,-0.719022,-1.588313,0.242945,-1.12716,0.353256,-0.695478,1.043935,-0.634723,0.364137,0.350616,1.026688,1.188382,-0.192646,0.715444,-0.494494,0.680813,g
0.347937,0,-1.255097,-0.907545,-1.156208,-0.25149,-1.116596,-0.229209,-1.009432,-0.374796,-0.84505,-0.313329,-0.644182,-0.188763,-0.338894,-1.355087,-0.24889,1.674337,1.022903,-0.768472,-0.552115,-0.01601,-0.462339,-1.787057,-0.8685,-0.187776,0.887941,-1.267455,-2.39361,0.426099,-0.61684,0.007387,1.244848,-0.613661,b
0.347937,0,0.612745,0.295872,0.59322,0.467744,0.610703,0.730177,0.443595,0.94466,0.2058,1.178898,0.13851,1.500843,-0.060612,1.822799,-0.327431,1.888041,-0.585054,1.840028,-0.861711,1.708978,-1.147305,1.672794,-1.489279,1.644082,-2.183767,1.332462,-1.836711,1.089715,-1.934831,0.834687,-2.222202,0.526202,g
0.347937,0,0.207246,-0.154659,0.205155,-0.179681,0.349809,0.095554,0.553049,-0.215222,0.600106,0.574554,0.381026,-0.177629,0.556902,0.318034,1.00005,0.129392,0.400629,0.145441,0.554147,0.065585,0.261267,-0.365138,0.576791,-0.170903,0.14651,0.255948,-0.120901,0.225025,0.361596,0.152605,0.485162,0.432231,g
0.347937,0,-1.28859,-0.100517,0.746588,-0.744166,-0.732573,-0.333001,-1.009432,-0.374796,0.809672,-0.16586,0.963054,-0.592907,1.004615,-0.001881,1.00005,-0.221219,-0.57386,0.046284,1.087691,-0.422849,1.055911,-0.680273,-0.68482,0.139995,0.887941,-0.192977,-0.657153,0.054938,1.132992,-0.497817,-0.115129,-0.365634,b
0.347937,0,0.166359,-0.125074,0.37697,-0.227966,0.507263,-0.225426,0.548848,-0.352392,0.546689,-0.333235,0.695449,-0.123069,0.77673,-0.118643,0.678038,-0.008582,0.689387,-0.010664,0.693498,0.048641,0.638167,0.213431,0.570447,0.110929,0.462548,0.137553,0.62937,-0.043984,0.834751,0.064944,0.843347,-0.014093,g
0.347937,0,-0.29373,0.119424,-0.586594,-0.125082,-0.407152,-0.229209,0.120245,-0.424956,0.18871,-0.26428,-0.105838,-0.090677,0.275893,-0.144604,0.14388,-0.207712,0.116006,0.055627,0.021013,0.096406,-0.286792,0.59661,-0.14773,-0.155957,-0.341281,0.195787,0.025621,0.398971,-0.158139,0.007387,0.046734,-0.072384,g
0.347937,0,0.647384,-0.263577,0.767382,-0.562529,0.913227,-0.638484,0.9627,-1.122423,0.797729,-1.193835,0.874817,-1.01055,0.85744,-1.167052,0.972623,-0.702456,0.775996,-1.225592,0.683413,-1.185307,0.553018,-1.108801,0.786455,-1.146941,0.066116,-1.141007,-0.215486,-1.203374,0.172579,-1.40972,0.07574,-1.598592,g
0.347937,0,0.143032,-0.159303,-0.362015,-0.752065,0.873017,-0.411119,0.956961,-0.586349,0.929584,-0.534643,0.303525,1.831959,0.755331,-2.336826,0.713166,-0.352308,0.715686,-0.498087,-0.977054,1.773571,0.259793,0.212275,0.447394,-0.261032,0.754738,-0.624576,0.450897,-0.376206,0.890396,-1.693516,-1.112042,-2.166132,b
0.347937,0,0.720619,-0.090708,0.767382,-0.277726,0.913227,-0.28605,0.9627,-0.519758,0.891234,-0.439759,0.963054,-0.320999,0.962659,-0.327906,0.879681,-0.267801,0.930036,-0.229726,1.080951,-0.29098,0.970033,-0.148343,0.86188,-0.270058,0.676145,-0.199177,0.830017,-0.310277,0.849117,-0.384007,0.936179,-0.474317,g
0.347937,0,0.634304,-0.37451,0.061771,-0.526874,0.839443,-0.579511,0.904049,-0.199949,0.787667,-0.336044,0.698551,-0.688265,1.004615,-0.840111,0.988286,-0.419805,1.001794,-0.358628,1.087691,-0.540263,0.942059,-0.639246,1.043935,-0.238239,0.670837,-0.447457,0.756808,-0.412172,0.942173,-0.612913,0.661891,-0.91859,g
0.347937,0,0.720619,0.166,0.767382,0.259111,0.913227,0.561497,0.9627,-0.25323,0.929584,0.16218,0.963054,0.048975,1.004615,0.871473,1.00005,-0.111126,1.022903,-0.180369,1.087691,0.665123,1.055911,0.889487,1.043935,-0.091374,0.887941,0.494137,1.079303,0.170731,1.132992,0.69461,1.244848,0.471476,g
0.347937,0,0.555201,0.311729,0.49981,0.519826,0.362597,0.649275,0.182229,1.069141,0.04894,1.200806,-0.06397,1.464086,-0.287241,1.66775,-0.611613,1.722589,-0.83557,1.546121,-1.14238,1.454426,-1.313992,1.348464,-1.60348,1.199712,-2.217959,0.871337,-1.777359,0.593115,-1.766655,0.273502,-1.893999,0.084255,g
0.347937,0,0.720619,0.089318,0.767382,0.125824,0.913227,-0.484763,0.926649,0.958673,0.929584,0.654786,0.963054,1.005746,1.004615,1.3885,1.00005,1.673612,1.022903,1.878366,1.087691,1.913874,1.023481,2.004727,0.899135,2.106585,0.57603,1.944525,0.642098,2.023542,0.509317,1.954525,0.335639,2.104295,g
-2.865899,0,0.720619,2.164823,0.767382,-2.421581,0.913227,-2.149516,0.9627,1.691956,-0.84505,-0.313329,0.963054,-2.209485,-0.527182,-0.155185,-0.61802,0.007281,-0.57386,0.046284,-2.191921,1.913874,1.055911,2.004727,-0.68482,0.139995,0.887941,1.944525,-0.657153,0.054938,-2.366672,-1.939751,-0.66843,-0.030918,b
0.347937,0,0.720619,-0.434746,0.767382,-0.144765,0.048056,-0.260682,0.283774,-0.340922,0.667755,-0.379595,0.515133,-0.188763,0.527491,-0.512822,-0.299713,-0.289723,0.472946,-0.284612,0.550047,0.047271,1.055911,-0.450605,-0.146347,-0.537023,-0.034465,-0.243102,-0.087822,-0.009613,-0.129179,-0.854455,0.27252,-0.170924,b
